ISO_Year,WeekOfYear,Neighborhood,Predicted,Actual,Error,AE
2024,9,OLIVER,5,3,2,2
2024,9,ORANGEVILLE,2,1,1,1
2024,9,ORANGEVILLE INDUSTRIAL AREA,1,1,0,0
2024,9,ORCHARD RIDGE,1,2,-1,1
2024,9,OTTERBEIN,2,1,1,1
2024,9,OVERLEA,1,1,0,0
2024,9,PANWAY/BRADDISH AVENUE,2,2,0,0
2024,9,PARK CIRCLE,2,1,1,1
2024,9,PARKSIDE,2,3,-1,1
2024,9,PATTERSON PLACE,2,4,-2,2
2024,9,PEN LUCY,2,3,-1,1
2024,9,PENN NORTH,4,7,-3,3
2024,9,PENN-FALLSWAY,2,3,-1,1
2024,9,PENROSE/FAYETTE STREET OUTREACH,5,7,-2,2
2024,9,PLEASANT VIEW GARDENS,1,2,-1,1
2024,9,PULASKI INDUSTRIAL AREA,5,3,2,2
2024,9,PURNELL,1,1,0,0
2024,9,RAMBLEWOOD,2,4,-2,2
2024,9,REISTERSTOWN STATION,4,4,0,0
2024,9,RESERVOIR HILL,4,3,1,1
2024,9,RIVERSIDE,4,1,3,3
2024,9,ROGNEL HEIGHTS,2,3,-1,1
2024,9,ROLAND PARK,2,4,-2,2
2024,9,ROSEBANK,2,1,1,1
2024,9,ROSEMONT,5,4,1,1
2024,9,ROSEMONT EAST,2,2,0,0
2024,9,ROSEMONT HOMEOWNERS/TENANTS,3,4,-1,1
2024,9,SAINT JOSEPHS,2,2,0,0
2024,9,SAINT PAUL,1,2,-1,1
2024,9,SANDTOWN-WINCHESTER,9,13,-4,4
2024,9,SETON BUSINESS PARK,2,3,-1,1
2024,9,SETON HILL,2,4,-2,2
2024,9,SHARP-LEADENHALL,2,1,1,1
2024,9,SHIPLEY HILL,2,1,1,1
2024,9,SOUTH BALTIMORE,3,3,0,0
2024,9,TOWANDA-GRANTLEY,2,5,-3,3
2024,9,TUSCANY-CANTERBURY,1,1,0,0
2024,9,UNION SQUARE,2,1,1,1
2024,9,UNIVERSITY OF MARYLAND,2,5,-3,3
2024,9,UPLANDS,2,4,-2,2
2024,9,UPPER FELLS POINT,3,6,-3,3
2024,9,UPTON,8,4,4,4
2024,9,VIOLETVILLE,4,11,-7,7
2024,9,WALBROOK,3,2,1,1
2024,9,WALTHERSON,4,2,2,2
2024,9,WASHINGTON HILL,4,9,-5,5
2024,9,WASHINGTON VILLAGE/PIGTOWN,8,10,-2,2
2024,9,WAVERLY,2,1,1,1
2024,9,WEST ARLINGTON,2,4,-2,2
2024,9,WEST FOREST PARK,3,2,1,1
2024,9,WEST HILLS,2,1,1,1
2024,9,WESTFIELD,2,2,0,0
2024,9,WESTGATE,2,1,1,1
2024,9,WESTPORT,2,1,1,1
2024,9,WILHELM PARK,1,2,-1,1
2024,9,WILSON PARK,2,2,0,0
2024,9,WINCHESTER,2,3,-1,1
2024,9,WINSTON-GOVANS,2,2,0,0
2024,9,WOODBOURNE HEIGHTS,2,1,1,1
2024,9,WOODBOURNE-MCCABE,2,4,-2,2
2024,9,WOODMERE,3,3,0,0
2024,9,WYMAN PARK,2,1,1,1
2024,9,YALE HEIGHTS,2,1,1,1
2024,9,YORK-HOMELAND,1,1,0,0
2024,10,ABELL,2,4,-2,2
2024,10,ALLENDALE,3,3,0,0
2024,10,ARCADIA,2,1,1,1
2024,10,ARLINGTON,2,1,1,1
2024,10,ARMISTEAD GARDENS,3,4,-1,1
2024,10,ASHBURTON,2,2,0,0
2024,10,BALTIMORE HIGHLANDS,4,6,-2,2
2024,10,BARCLAY,4,2,2,2
2024,10,BAYVIEW,1,2,-1,1
2024,10,BELAIR-EDISON,15,24,-9,9
2024,10,BELAIR-PARKSIDE,1,1,0,0
2024,10,BELVEDERE,2,5,-3,3
2024,10,BEREA,3,3,0,0
2024,10,BETTER WAVERLY,5,7,-2,2
2024,10,BIDDLE STREET,2,1,1,1
2024,10,BOLTON HILL,3,1,2,2
2024,10,BOYD-BOOTH,2,1,1,1
2024,10,BREWERS HILL,2,1,1,1
2024,10,BRIDGEVIEW/GREENLAWN,2,1,1,1
2024,10,BROADWAY EAST,4,5,-1,1
2024,10,BROENING MANOR,2,2,0,0
2024,10,BROOKLYN,15,15,0,0
2024,10,CALLAWAY-GARRISON,2,1,1,1
2024,10,CAMERON VILLAGE,2,1,1,1
2024,10,CANTON,7,10,-3,3
2024,10,CANTON INDUSTRIAL AREA,5,6,-1,1
2024,10,CARE,3,4,-1,1
2024,10,CARROLL - CAMDEN INDUSTRIAL AREA,3,5,-2,2
2024,10,CARROLL-SOUTH HILTON,2,3,-1,1
2024,10,CARROLLTON RIDGE,3,6,-3,3
2024,10,CEDMONT,3,6,-3,3
2024,10,CEDONIA,2,1,1,1
2024,10,CENTRAL PARK HEIGHTS,7,6,1,1
2024,10,CHARLES NORTH,3,3,0,0
2024,10,CHARLES VILLAGE,3,7,-4,4
2024,10,CHERRY HILL,3,11,-8,8
2024,10,CHESWOLDE,2,2,0,0
2024,10,CHINQUAPIN PARK,2,2,0,0
2024,10,CLIFTON PARK,1,2,-1,1
2024,10,COLDSPRING,1,2,-1,1
2024,10,COLDSTREAM HOMESTEAD MONTEBELLO,10,6,4,4
2024,10,CONCERNED CITIZENS OF FOREST PARK,2,1,1,1
2024,10,COPPIN HEIGHTS/ASH-CO-EAST,2,3,-1,1
2024,10,CROSS COUNTRY,2,3,-1,1
2024,10,CURTIS BAY,5,7,-2,2
2024,10,CYLBURN,2,2,0,0
2024,10,DARLEY PARK,2,4,-2,2
2024,10,DOLFIELD,3,1,2,2
2024,10,DOWNTOWN,24,30,-6,6
2024,10,DRUID HEIGHTS,2,1,1,1
2024,10,DUNBAR-BROADWAY,3,2,1,1
2024,10,EAST ARLINGTON,2,1,1,1
2024,10,EAST BALTIMORE MIDWAY,3,5,-2,2
2024,10,EDGEWOOD,2,2,0,0
2024,10,EDMONDSON VILLAGE,3,8,-5,5
2024,10,EDNOR GARDENS-LAKESIDE,4,1,3,3
2024,10,ELLWOOD PARK/MONUMENT,4,5,-1,1
2024,10,FAIRFIELD AREA,2,1,1,1
2024,10,FALLSTAFF,2,3,-1,1
2024,10,FELLS POINT,7,4,3,3
2024,10,FOREST PARK,2,3,-1,1
2024,10,FOUR BY FOUR,2,2,0,0
2024,10,FRANKFORD,12,26,-14,14
2024,10,FRANKLINTOWN,2,1,1,1
2024,10,FRANKLINTOWN ROAD,2,2,0,0
2024,10,GAY STREET,4,7,-3,3
2024,10,GLEN,4,2,2,2
2024,10,GRACELAND PARK,2,1,1,1
2024,10,GREEKTOWN,4,5,-1,1
2024,10,GREENMOUNT WEST,2,6,-4,4
2024,10,GREENSPRING,3,2,1,1
2024,10,GROVE PARK,2,4,-2,2
2024,10,GUILFORD,3,4,-1,1
2024,10,GWYNNS FALLS,2,2,0,0
2024,10,HAMILTON HILLS,7,2,5,5
2024,10,HAMPDEN,7,21,-14,14
2024,10,HARLEM PARK,5,1,4,4
2024,10,HAWKINS POINT,1,1,0,0
2024,10,HIGHLANDTOWN,3,1,2,2
2024,10,HILLEN,2,1,1,1
2024,10,HOES HEIGHTS,1,5,-4,4
2024,10,HOLLINS MARKET,2,6,-4,4
2024,10,HOMELAND,2,4,-2,2
2024,10,HOPKINS BAYVIEW,1,1,0,0
2024,10,HOWARD PARK,3,6,-3,3
2024,10,HUNTING RIDGE,2,3,-1,1
2024,10,IDLEWOOD,2,2,0,0
2024,10,INNER HARBOR,7,16,-9,9
2024,10,IRVINGTON,4,6,-2,2
2024,10,JONESTOWN,3,1,2,2
2024,10,KENILWORTH PARK,1,2,-1,1
2024,10,LAKELAND,4,4,0,0
2024,10,LANGSTON HUGHES,2,1,1,1
2024,10,LAURAVILLE,2,6,-4,4
2024,10,LEVINDALE,2,2,0,0
2024,10,LITTLE ITALY,2,1,1,1
2024,10,LOCH RAVEN,3,3,0,0
2024,10,LOCUST POINT,2,1,1,1
2024,10,LOCUST POINT INDUSTRIAL AREA,2,1,1,1
2024,10,MADISON PARK,2,5,-3,3
2024,10,MADISON-EASTEND,2,2,0,0
2024,10,MAYFIELD,1,2,-1,1
2024,10,MCELDERRY PARK,4,5,-1,1
2024,10,MEDFIELD,2,2,0,0
2024,10,MID-GOVANS,1,1,0,0
2024,10,MID-TOWN BELVEDERE,5,9,-4,4
2024,10,MIDDLE EAST,2,2,0,0
2024,10,MIDTOWN-EDMONDSON,2,2,0,0
2024,10,MILLHILL,3,6,-3,3
2024,10,MILTON-MONTFORD,2,1,1,1
2024,10,MONDAWMIN,8,11,-3,3
2024,10,MONTEBELLO,1,3,-2,2
2024,10,MORRELL PARK,5,7,-2,2
2024,10,MOSHER,2,2,0,0
2024,10,MOUNT VERNON,7,12,-5,5
2024,10,MOUNT WASHINGTON,2,5,-3,3
2024,10,MOUNT WINANS,1,3,-2,2
2024,10,NEW NORTHWOOD,4,6,-2,2
2024,10,NORTHWEST COMMUNITY ACTION,2,2,0,0
2024,10,O'DONNELL HEIGHTS,1,1,0,0
2024,10,OAKENSHAWE,1,1,0,0
2024,10,OLD GOUCHER,2,3,-1,1
2024,10,OLDTOWN,5,4,1,1
2024,10,OLIVER,5,3,2,2
2024,10,OTTERBEIN,2,1,1,1
2024,10,OVERLEA,1,1,0,0
2024,10,PANWAY/BRADDISH AVENUE,1,2,-1,1
2024,10,PARK CIRCLE,2,1,1,1
2024,10,PARKLANE,2,1,1,1
2024,10,PARKSIDE,2,1,1,1
2024,10,PEN LUCY,2,3,-1,1
2024,10,PENN NORTH,4,6,-2,2
2024,10,PENN-FALLSWAY,2,1,1,1
2024,10,PENROSE/FAYETTE STREET OUTREACH,4,4,0,0
2024,10,PERRING LOCH,4,1,3,3
2024,10,PLEASANT VIEW GARDENS,1,1,0,0
2024,10,POPPLETON,2,4,-2,2
2024,10,PULASKI INDUSTRIAL AREA,5,3,2,2
2024,10,RADNOR-WINSTON,2,1,1,1
2024,10,RAMBLEWOOD,1,2,-1,1
2024,10,REISTERSTOWN STATION,4,4,0,0
2024,10,REMINGTON,2,3,-1,1
2024,10,RESERVOIR HILL,4,3,1,1
2024,10,RIDGELY'S DELIGHT,1,3,-2,2
2024,10,RIVERSIDE,3,5,-2,2
2024,10,ROGNEL HEIGHTS,2,1,1,1
2024,10,ROLAND PARK,2,1,1,1
2024,10,ROSEBANK,2,1,1,1
2024,10,ROSEMONT EAST,2,1,1,1
2024,10,ROSEMONT HOMEOWNERS/TENANTS,3,2,1,1
2024,10,SAINT AGNES,1,4,-3,3
2024,10,SAINT JOSEPHS,2,2,0,0
2024,10,SANDTOWN-WINCHESTER,9,7,2,2
2024,10,SETON BUSINESS PARK,2,1,1,1
2024,10,SHARP-LEADENHALL,2,1,1,1
2024,10,SHIPLEY HILL,2,3,-1,1
2024,10,SOUTH BALTIMORE,3,1,2,2
2024,10,STONEWOOD-PENTWOOD-WINSTON,1,1,0,0
2024,10,TOWANDA-GRANTLEY,2,1,1,1
2024,10,UNION SQUARE,2,1,1,1
2024,10,UNIVERSITY OF MARYLAND,2,3,-1,1
2024,10,UPLANDS,2,3,-1,1
2024,10,UPPER FELLS POINT,3,3,0,0
2024,10,UPTON,8,7,1,1
2024,10,VIOLETVILLE,4,6,-2,2
2024,10,WALBROOK,3,4,-1,1
2024,10,WALTHERSON,4,1,3,3
2024,10,WASHINGTON HILL,4,13,-9,9
2024,10,WASHINGTON VILLAGE/PIGTOWN,8,9,-1,1
2024,10,WAVERLY,2,1,1,1
2024,10,WEST ARLINGTON,2,3,-1,1
2024,10,WEST FOREST PARK,3,5,-2,2
2024,10,WESTFIELD,2,1,1,1
2024,10,WESTGATE,2,5,-3,3
2024,10,WESTPORT,2,2,0,0
2024,10,WILHELM PARK,1,1,0,0
2024,10,WINCHESTER,2,1,1,1
2024,10,WINDSOR HILLS,2,2,0,0
2024,10,WINSTON-GOVANS,3,2,1,1
2024,10,WOODBERRY,2,1,1,1
2024,10,WOODBOURNE HEIGHTS,2,1,1,1
2024,10,WOODBOURNE-MCCABE,1,1,0,0
2024,10,WOODMERE,3,4,-1,1
2024,10,WYNDHURST,1,1,0,0
2024,10,YALE HEIGHTS,2,5,-3,3
2024,11,ALLENDALE,3,4,-1,1
2024,11,ARCADIA,2,2,0,0
2024,11,ARLINGTON,2,4,-2,2
2024,11,ARMISTEAD GARDENS,3,4,-1,1
2024,11,ASHBURTON,2,1,1,1
2024,11,BALTIMORE HIGHLANDS,4,4,0,0
2024,11,BARCLAY,4,1,3,3
2024,11,BAYVIEW,1,5,-4,4
2024,11,BEECHFIELD,2,3,-1,1
2024,11,BELAIR-EDISON,15,16,-1,1
2024,11,BELVEDERE,2,2,0,0
2024,11,BEREA,3,8,-5,5
2024,11,BETTER WAVERLY,5,5,0,0
2024,11,BEVERLY HILLS,1,1,0,0
2024,11,BIDDLE STREET,2,2,0,0
2024,11,BOLTON HILL,3,6,-3,3
2024,11,BOYD-BOOTH,2,1,1,1
2024,11,BREWERS HILL,2,2,0,0
2024,11,BRIDGEVIEW/GREENLAWN,2,2,0,0
2024,11,BROADWAY EAST,4,10,-6,6
2024,11,BROOKLYN,15,8,7,7
2024,11,CALLAWAY-GARRISON,2,1,1,1
2024,11,CAMERON VILLAGE,2,3,-1,1
2024,11,CANTON,7,11,-4,4
2024,11,CANTON INDUSTRIAL AREA,6,2,4,4
2024,11,CARE,3,2,1,1
2024,11,CARROLL - CAMDEN INDUSTRIAL AREA,3,1,2,2
2024,11,CARROLL-SOUTH HILTON,2,1,1,1
2024,11,CARROLLTON RIDGE,3,3,0,0
2024,11,CEDMONT,3,3,0,0
2024,11,CENTRAL FOREST PARK,2,1,1,1
2024,11,CENTRAL PARK HEIGHTS,7,17,-10,10
2024,11,CHARLES NORTH,2,6,-4,4
2024,11,CHARLES VILLAGE,3,7,-4,4
2024,11,CHERRY HILL,3,16,-13,13
2024,11,CHESWOLDE,2,1,1,1
2024,11,CHINQUAPIN PARK,2,1,1,1
2024,11,COLDSTREAM HOMESTEAD MONTEBELLO,10,7,3,3
2024,11,CONCERNED CITIZENS OF FOREST PARK,2,1,1,1
2024,11,COPPIN HEIGHTS/ASH-CO-EAST,2,2,0,0
2024,11,CROSS COUNTRY,2,1,1,1
2024,11,CURTIS BAY,4,7,-3,3
2024,11,CYLBURN,2,3,-1,1
2024,11,DICKEYVILLE,1,1,0,0
2024,11,DOLFIELD,3,1,2,2
2024,11,DORCHESTER,2,2,0,0
2024,11,DOWNTOWN,25,36,-11,11
2024,11,DRUID HEIGHTS,2,4,-2,2
2024,11,DUNBAR-BROADWAY,3,4,-1,1
2024,11,EAST ARLINGTON,2,2,0,0
2024,11,EAST BALTIMORE MIDWAY,3,6,-3,3
2024,11,EDGEWOOD,2,4,-2,2
2024,11,EDMONDSON VILLAGE,3,2,1,1
2024,11,EDNOR GARDENS-LAKESIDE,4,4,0,0
2024,11,ELLWOOD PARK/MONUMENT,4,4,0,0
2024,11,EVERGREEN LAWN,2,2,0,0
2024,11,EVESHAM PARK,1,1,0,0
2024,11,FALLSTAFF,2,1,1,1
2024,11,FEDERAL HILL,4,4,0,0
2024,11,FELLS POINT,7,11,-4,4
2024,11,FOUR BY FOUR,2,2,0,0
2024,11,FRANKFORD,12,13,-1,1
2024,11,FRANKLIN SQUARE,4,4,0,0
2024,11,FRANKLINTOWN,2,1,1,1
2024,11,FRANKLINTOWN ROAD,2,4,-2,2
2024,11,GAY STREET,4,6,-2,2
2024,11,GLEN,4,7,-3,3
2024,11,GLEN OAKS,3,9,-6,6
2024,11,GRACELAND PARK,2,10,-8,8
2024,11,GREEKTOWN,4,2,2,2
2024,11,GREENSPRING,3,1,2,2
2024,11,GUILFORD,3,5,-2,2
2024,11,HAMILTON HILLS,7,2,5,5
2024,11,HAMPDEN,7,12,-5,5
2024,11,HANLON-LONGWOOD,3,2,1,1
2024,11,HARLEM PARK,5,3,2,2
2024,11,HAWKINS POINT,1,1,0,0
2024,11,HERITAGE CROSSING,2,1,1,1
2024,11,HIGHLANDTOWN,3,3,0,0
2024,11,HILLEN,2,2,0,0
2024,11,HOLABIRD INDUSTRIAL PARK,1,1,0,0
2024,11,HOLLINS MARKET,2,4,-2,2
2024,11,HOMELAND,2,2,0,0
2024,11,HOPKINS BAYVIEW,1,1,0,0
2024,11,HOWARD PARK,3,3,0,0
2024,11,HUNTING RIDGE,2,2,0,0
2024,11,INNER HARBOR,7,13,-6,6
2024,11,IRVINGTON,4,3,1,1
2024,11,JOHNS HOPKINS HOMEWOOD,2,1,1,1
2024,11,JOHNSTON SQUARE,2,2,0,0
2024,11,JONESTOWN,3,2,1,1
2024,11,KERNEWOOD,1,1,0,0
2024,11,KESWICK,1,1,0,0
2024,11,KRESSON,2,2,0,0
2024,11,LAKELAND,4,7,-3,3
2024,11,LANGSTON HUGHES,2,1,1,1
2024,11,LAURAVILLE,2,3,-1,1
2024,11,LEVINDALE,2,1,1,1
2024,11,LIBERTY SQUARE,2,3,-1,1
2024,11,LITTLE ITALY,2,1,1,1
2024,11,LOCH RAVEN,3,6,-3,3
2024,11,LOCUST POINT,2,1,1,1
2024,11,LOCUST POINT INDUSTRIAL AREA,2,2,0,0
2024,11,LOYOLA/NOTRE DAME,1,1,0,0
2024,11,MADISON PARK,2,5,-3,3
2024,11,MADISON-EASTEND,2,2,0,0
2024,11,MCELDERRY PARK,4,6,-2,2
2024,11,MEDFIELD,2,2,0,0
2024,11,MEDFORD,2,2,0,0
2024,11,MID-GOVANS,1,3,-2,2
2024,11,MID-TOWN BELVEDERE,5,7,-2,2
2024,11,MIDDLE EAST,2,4,-2,2
2024,11,MIDTOWN-EDMONDSON,2,2,0,0
2024,11,MILLHILL,3,6,-3,3
2024,11,MILTON-MONTFORD,2,2,0,0
2024,11,MONDAWMIN,8,8,0,0
2024,11,MORRELL PARK,5,2,3,3
2024,11,MOUNT HOLLY,2,1,1,1
2024,11,MOUNT VERNON,7,14,-7,7
2024,11,MOUNT WASHINGTON,2,5,-3,3
2024,11,NEW NORTHWOOD,4,6,-2,2
2024,11,NORTH HARFORD ROAD,3,5,-2,2
2024,11,NORTH ROLAND PARK/POPLAR HILL,2,2,0,0
2024,11,O'DONNELL HEIGHTS,1,1,0,0
2024,11,OAKLEE,1,2,-1,1
2024,11,OLD GOUCHER,2,2,0,0
2024,11,OLDTOWN,5,6,-1,1
2024,11,OLIVER,5,8,-3,3
2024,11,ORANGEVILLE,2,1,1,1
2024,11,ORANGEVILLE INDUSTRIAL AREA,1,2,-1,1
2024,11,ORIGINAL NORTHWOOD,2,1,1,1
2024,11,OTTERBEIN,2,2,0,0
2024,11,PANWAY/BRADDISH AVENUE,1,3,-2,2
2024,11,PARK CIRCLE,2,7,-5,5
2024,11,PARKLANE,1,2,-1,1
2024,11,PARKSIDE,2,2,0,0
2024,11,PATTERSON PARK,6,2,4,4
2024,11,PEN LUCY,2,1,1,1
2024,11,PENN NORTH,4,4,0,0
2024,11,PENN-FALLSWAY,2,1,1,1
2024,11,PENROSE/FAYETTE STREET OUTREACH,4,4,0,0
2024,11,PERRING LOCH,4,1,3,3
2024,11,PLEASANT VIEW GARDENS,1,2,-1,1
2024,11,POPPLETON,2,5,-3,3
2024,11,PULASKI INDUSTRIAL AREA,5,4,1,1
2024,11,RAMBLEWOOD,1,2,-1,1
2024,11,REISTERSTOWN STATION,4,4,0,0
2024,11,REMINGTON,2,1,1,1
2024,11,RESERVOIR HILL,4,3,1,1
2024,11,RIDGELY'S DELIGHT,1,1,0,0
2024,11,RIVERSIDE,3,3,0,0
2024,11,ROGNEL HEIGHTS,2,1,1,1
2024,11,ROLAND PARK,2,5,-3,3
2024,11,ROSEBANK,2,2,0,0
2024,11,ROSEMONT,4,2,2,2
2024,11,ROSEMONT HOMEOWNERS/TENANTS,3,1,2,2
2024,11,SAINT AGNES,1,1,0,0
2024,11,SAINT JOSEPHS,2,2,0,0
2024,11,SANDTOWN-WINCHESTER,9,3,6,6
2024,11,SETON BUSINESS PARK,2,1,1,1
2024,11,SETON HILL,2,3,-1,1
2024,11,SHIPLEY HILL,2,1,1,1
2024,11,SOUTH BALTIMORE,3,1,2,2
2024,11,UNION SQUARE,2,3,-1,1
2024,11,UNIVERSITY OF MARYLAND,2,5,-3,3
2024,11,UPLANDS,2,1,1,1
2024,11,UPPER FELLS POINT,3,1,2,2
2024,11,UPTON,7,8,-1,1
2024,11,VIOLETVILLE,4,3,1,1
2024,11,WAKEFIELD,2,2,0,0
2024,11,WALBROOK,3,5,-2,2
2024,11,WALTHERSON,4,6,-2,2
2024,11,WASHINGTON HILL,4,7,-3,3
2024,11,WASHINGTON VILLAGE/PIGTOWN,8,4,4,4
2024,11,WAVERLY,2,2,0,0
2024,11,WEST FOREST PARK,3,1,2,2
2024,11,WESTFIELD,2,6,-4,4
2024,11,WILHELM PARK,1,1,0,0
2024,11,WINCHESTER,2,1,1,1
2024,11,WINDSOR HILLS,2,2,0,0
2024,11,WINSTON-GOVANS,3,1,2,2
2024,11,WOODBERRY,2,4,-2,2
2024,11,WOODBOURNE HEIGHTS,2,1,1,1
2024,11,WOODMERE,3,2,1,1
2024,11,WYMAN PARK,2,2,0,0
2024,11,WYNDHURST,1,1,0,0
2024,11,YORK-HOMELAND,1,1,0,0
2024,12,ABELL,2,1,1,1
2024,12,ALLENDALE,3,8,-5,5
2024,12,ARCADIA,2,1,1,1
2024,12,ARLINGTON,2,2,0,0
2024,12,ARMISTEAD GARDENS,3,5,-2,2
2024,12,ASHBURTON,2,1,1,1
2024,12,BALTIMORE HIGHLANDS,4,4,0,0
2024,12,BARCLAY,4,3,1,1
2024,12,BAYVIEW,1,3,-2,2
2024,12,BEECHFIELD,2,3,-1,1
2024,12,BELAIR-EDISON,15,16,-1,1
2024,12,BELVEDERE,2,2,0,0
2024,12,BEREA,3,6,-3,3
2024,12,BETTER WAVERLY,5,3,2,2
2024,12,BIDDLE STREET,2,2,0,0
2024,12,BOLTON HILL,3,4,-1,1
2024,12,BOYD-BOOTH,2,1,1,1
2024,12,BRIDGEVIEW/GREENLAWN,2,2,0,0
2024,12,BROADWAY EAST,3,10,-7,7
2024,12,BROENING MANOR,2,1,1,1
2024,12,BROOKLYN,14,18,-4,4
2024,12,CALLAWAY-GARRISON,2,1,1,1
2024,12,CAMERON VILLAGE,2,1,1,1
2024,12,CANTON,6,6,0,0
2024,12,CANTON INDUSTRIAL AREA,5,8,-3,3
2024,12,CARE,3,1,2,2
2024,12,CARROLL - CAMDEN INDUSTRIAL AREA,3,1,2,2
2024,12,CARROLL-SOUTH HILTON,2,6,-4,4
2024,12,CARROLLTON RIDGE,3,6,-3,3
2024,12,CEDMONT,3,3,0,0
2024,12,CEDONIA,2,1,1,1
2024,12,CENTRAL FOREST PARK,2,2,0,0
2024,12,CENTRAL PARK HEIGHTS,6,8,-2,2
2024,12,CHARLES NORTH,2,3,-1,1
2024,12,CHARLES VILLAGE,3,2,1,1
2024,12,CHERRY HILL,3,11,-8,8
2024,12,CHESWOLDE,2,3,-1,1
2024,12,CHINQUAPIN PARK,1,1,0,0
2024,12,COLDSPRING,1,2,-1,1
2024,12,COLDSTREAM HOMESTEAD MONTEBELLO,10,7,3,3
2024,12,CONCERNED CITIZENS OF FOREST PARK,2,1,1,1
2024,12,COPPIN HEIGHTS/ASH-CO-EAST,2,3,-1,1
2024,12,CROSS KEYS,1,3,-2,2
2024,12,CURTIS BAY,4,5,-1,1
2024,12,DICKEYVILLE,1,1,0,0
2024,12,DORCHESTER,2,3,-1,1
2024,12,DOWNTOWN,24,22,2,2
2024,12,DOWNTOWN WEST,2,1,1,1
2024,12,DRUID HEIGHTS,2,4,-2,2
2024,12,DUNBAR-BROADWAY,3,3,0,0
2024,12,EAST ARLINGTON,2,3,-1,1
2024,12,EAST BALTIMORE MIDWAY,3,8,-5,5
2024,12,EASTERWOOD,2,4,-2,2
2024,12,EASTWOOD,1,1,0,0
2024,12,EDGEWOOD,2,1,1,1
2024,12,EDMONDSON VILLAGE,3,3,0,0
2024,12,ELLWOOD PARK/MONUMENT,4,2,2,2
2024,12,EVERGREEN LAWN,2,1,1,1
2024,12,EVESHAM PARK,1,1,0,0
2024,12,FAIRFIELD AREA,2,1,1,1
2024,12,FALLSTAFF,2,2,0,0
2024,12,FEDERAL HILL,3,6,-3,3
2024,12,FELLS POINT,6,9,-3,3
2024,12,FOREST PARK,2,4,-2,2
2024,12,FRANKFORD,11,20,-9,9
2024,12,FRANKLIN SQUARE,4,1,3,3
2024,12,FRANKLINTOWN,2,2,0,0
2024,12,FRANKLINTOWN ROAD,2,2,0,0
2024,12,GARWYN OAKS,1,1,0,0
2024,12,GAY STREET,3,5,-2,2
2024,12,GLEN,4,4,0,0
2024,12,GLEN OAKS,3,2,1,1
2024,12,GRACELAND PARK,2,2,0,0
2024,12,GREEKTOWN,3,7,-4,4
2024,12,GREENMOUNT WEST,2,4,-2,2
2024,12,GREENSPRING,3,2,1,1
2024,12,GROVE PARK,2,2,0,0
2024,12,GUILFORD,3,9,-6,6
2024,12,GWYNNS FALLS,2,1,1,1
2024,12,HAMILTON HILLS,7,3,4,4
2024,12,HAMPDEN,6,7,-1,1
2024,12,HANLON-LONGWOOD,3,3,0,0
2024,12,HARLEM PARK,5,5,0,0
2024,12,HARWOOD,2,1,1,1
2024,12,HERITAGE CROSSING,2,2,0,0
2024,12,HIGHLANDTOWN,3,6,-3,3
2024,12,HILLEN,2,2,0,0
2024,12,HOLABIRD INDUSTRIAL PARK,1,1,0,0
2024,12,HOLLINS MARKET,2,3,-1,1
2024,12,HOMELAND,2,1,1,1
2024,12,HOWARD PARK,3,1,2,2
2024,12,IDLEWOOD,2,3,-1,1
2024,12,INNER HARBOR,6,13,-7,7
2024,12,IRVINGTON,3,3,0,0
2024,12,JOHNSTON SQUARE,2,3,-1,1
2024,12,JONES FALLS AREA,1,1,0,0
2024,12,JONESTOWN,3,2,1,1
2024,12,KENILWORTH PARK,1,1,0,0
2024,12,KESWICK,1,1,0,0
2024,12,KRESSON,2,1,1,1
2024,12,LAKE WALKER,2,1,1,1
2024,12,LAKELAND,4,8,-4,4
2024,12,LANGSTON HUGHES,2,2,0,0
2024,12,LAURAVILLE,2,2,0,0
2024,12,LEVINDALE,2,1,1,1
2024,12,LIBERTY SQUARE,2,3,-1,1
2024,12,LITTLE ITALY,2,2,0,0
2024,12,LOCH RAVEN,3,3,0,0
2024,12,LOCUST POINT,2,1,1,1
2024,12,LUCILLE PARK,1,1,0,0
2024,12,MADISON PARK,2,3,-1,1
2024,12,MADISON-EASTEND,2,1,1,1
2024,12,MAYFIELD,1,2,-1,1
2024,12,MCELDERRY PARK,3,2,1,1
2024,12,MEDFIELD,2,3,-1,1
2024,12,MID-GOVANS,1,2,-1,1
2024,12,MID-TOWN BELVEDERE,4,2,2,2
2024,12,MIDDLE EAST,2,3,-1,1
2024,12,MIDTOWN-EDMONDSON,2,1,1,1
2024,12,MILLHILL,3,4,-1,1
2024,12,MILTON-MONTFORD,2,1,1,1
2024,12,MONDAWMIN,7,10,-3,3
2024,12,MONTEBELLO,1,1,0,0
2024,12,MORAVIA-WALTHER,1,1,0,0
2024,12,MORRELL PARK,5,7,-2,2
2024,12,MOSHER,2,1,1,1
2024,12,MOUNT HOLLY,2,2,0,0
2024,12,MOUNT VERNON,6,7,-1,1
2024,12,MOUNT WASHINGTON,2,1,1,1
2024,12,NEW NORTHWOOD,4,3,1,1
2024,12,NORTH HARFORD ROAD,3,3,0,0
2024,12,NORTH ROLAND PARK/POPLAR HILL,2,2,0,0
2024,12,O'DONNELL HEIGHTS,1,2,-1,1
2024,12,OAKLEE,1,1,0,0
2024,12,OLD GOUCHER,2,2,0,0
2024,12,OLDTOWN,4,5,-1,1
2024,12,OLIVER,4,7,-3,3
